축제명,축제시작일자,축제종료일자,축제내용,주최기관명,전화번호,홈페이지주소,소재지도로명주소,데이터기준일자,제공기관명
제2회 서면 벚꽃축제,2024-03-23,2024-03-23,캐릭터 퍼레이드+체험부스+버스킹+사진인화,전라남도 순천시청,061-749-8130,,,2024-02-23,전라남도 순천시
제20회 강북구 3·1독립운동 기념행사,2024-03-01,2024-03-01,"기념식, 공연 및 체험 프로그램",서울특별시 강북구청,02-901-6203,www.gangbuk.go.kr,서울특별시 강북구 삼양로173길 107-12,2024-02-22,서울특별시 강북구
4.19혁명 국민문화제,2024-04-08,2024-04-19,4.19혁명 기념+국민문화제,4.19 3개단체+서울특별시 강북구청,02-901-6205,www.festival419.org/,서울특별시 강북구 도봉로89길 13,2024-02-22,서울특별시 강북구
종교연합바자회,2024-10-12,2024-10-12,종교연합 바자회 기증물품 판매+문화공연 수익금전액 난치병어린이돕기 후원,서울특별시 강북구 관내 3종교연합,02-901-6204,www.gangbuk.go.kr,서울특별시 강북구 인수봉로 159,2024-02-22,서울특별시 강북구
안성맞춤 남사당 바우덕이 축제,2024-10-03,2024-10-06,공식행사(개장식+개폐막식)+시립풍물단 상설공연+시민예술무대+바우덕이 국악콘서트+비봉산 행복산행+음악회+옛 장터 운영+농특산물 홍보판매 +키즈체험프로그램+저탄소 프로그램+경관조명 운영 등+전야제(길놀이),경기도 안성시,031-678-5995,https://www.anseong.go.kr/festival/main.do,경기도 안성시 보개면 남사당로 198,2024-02-20,경기도 안성시
안성맞춤 포도축제,2024-10-01,2024-10-30,포도 전시 및 직판장 운영+포도 시식+포도관련 체험+다양한 이벤트 행사+지역문화 공연+노래자랑+초청가수 공연 등,안성맞춤포도축제위원회,031-678-3732,https://www.anseong.go.kr/festival/calendar/view.do?mId=0504000000&idx=91,경기도 안성시 서운면 서운중앙길 23,2024-02-20,경기도 안성시
죽주대고려문화축제,2024-10-01,2024-10-30,송문주 장문 대몽항쟁 역사 및 축제 발전방향 심포지엄+콘서트 및 지역주민 장기자랑,죽주대고려문화축제위원회,031-678-3912,https://www.anseong.go.kr/festival/calendar/view.do?mId=0504000000&idx=90,경기도 안성시 죽산면 남부길 60,2024-02-20,경기도 안성시
제36회 지리산 뱀사골 고로쇠 약수제,2024-03-02,2024-03-02,고로쇠 홍보 및 판매+기념식 등,전북특별자치도 남원시 산내면행정복지센터,063-620-4704,,전북특별자치도 남원시 산내면 지리산로 842-8,2024-02-21,전북특별자치도 남원시
2024 지금여기 금정 관광후기 이벤트,2024-02-01,2024-11-30,금정을 여행하는 누구나 나만의 금정 관광후기를 공유하고 타인의 관광후기를 공유 받을 수 있음,부산광역시 금정구청 문화관광과,051-519-4081,,부산광역시 금정구 중앙대로 1777,2024-05-16,부산광역시 금정구
2023 과천공연예술축제,2023-09-22,2023-09-24,시민주도형 예술축제,경기도 과천시청,02-2009-9732,http://www.gcfest.or.kr,경기도 과천시 통영로 5,2024-05-27,경기도 과천시
합천벚꽃마라톤대회,2024-03-31,2024-03-31,벚꽃길에서 펼쳐지는 달리미들의 대향연,경상남도 합천군청 체육지원과,055-930-4943,https://www.hc.go.kr/06573/06623/06624.web,경상남도 합천군 대병면 합천호수로 197,2024-05-16,경상남도 합천군
황매산 철쭉제,2024-04-27,2024-05-12,황매산 철쭉을 즐기는 축제,경상남도 합천군청 산림과,055-930-4753,http://www.hwangmaesan.kr,경상남도 합천군 가회면 황매산공원길 4,2024-05-16,경상남도 합천군
너른고을 대보름 놀이 한마당,2024-02-24,2024-02-24,정월 대보름 놀이 한마당,광주문화원,031-760-0686,,경기도 광주시 파발로 38,2024-02-05,경기도 광주시
광주왕실 도자컨퍼런스,2024-05-03,2024-05-15,광주왕실 도자컨퍼런스,경기도 광주시 문화관광과,031-760-1729,,경기도 광주시 곤지암읍 경충대로 727,2024-02-05,경기도 광주시
소가야문화제,2024-10-04,2024-10-06,소가야 전통문화 관련 참여+전시+공연,소가야문화보존회,055-674-5206,,경상남도 고성군 고성읍 송학로113번길 50,2024-02-20,경상남도 고성군
2024 안양충훈벚꽃축제,2024-03-30,2024-03-31,벚꽃콘서트+벚꽃체험부스+ 먹거리+ SNS이벤트 등,경기도 안양시+안양충훈벚꽃축제추진위원회,031-687-0500,http://www.ayac.or.kr,경기도 안양시 만안구 석수로 159,2024-04-08,경기도 안양시
2024 안양춤축제 ANYANG DANCE FESTIVAL,2024-09-27,2024-09-29,시민공연마당 + 전시체험부스 + 개폐막 작품 + 가수 축하공연 + 댄스대회 + 안양시민의날 기념식 + 시민커뮤니티댄스 등,경기도 안양시+안양축제추진위원회,031-687-0500,http://www.ayac.or.kr,경기도 안양시 동안구 관평로 149 (평촌동),2024-04-08,경기도 안양시
괴산고추축제,2023-08-31,2023-09-03,세계고추전시회+고추품평회+황금고추를 찾아라 체험+속풀이고추난타 등,충청북도 괴산군청,043-830-3463,http://spicy-fe.kr/,충청북도 괴산군 괴산읍 임꺽정로 75,2024-02-27,한국관광공사
금산인삼축제,2023-10-06,2023-10-15,인삼캐기 체험+인삼약초체험+생활건강 체험 등 건강 체험관 운영+국제인삼교역전+인삼생활관+축제 40주년 기념 금산인삼 시대별 콘텐츠 구성 응답하라 1981 등,충청남도 금산군청,041-750-2306,http://www.insamfestival.co.kr/html/kr/index.html,충청남도 금산군 금산읍 인삼광장로 30,2024-02-27,한국관광공사
김제지평선축제,2024-10-02,2024-10-06,벽골제 제사+지평선 전국 농악 경연 대회+농악경연 대회+벽골제 쌍룡 햇불 퍼레이드+지평선 김제夜놀자+쌍룡 서치&고고쇼+벽골제 오색 별빛의 향연,전북특별자치도 김제시청,063-540-3031,https://www.gimje.go.kr/festival/index.gimje,전북특별자치도 김제시 부량면 벽골제로 442,2024-02-27,한국관광공사
김해분청도자기축제,2023-10-20,2023-10-29,의식+특별전시+판매+부대행사,경상남도 김해시청,055-330-3244,http://www.gimhae.go.kr/00224/00223/03324.web?amode=view&idx=395,경상남도 김해시 진례면 진례로 275-35,2024-02-27,한국관광공사
논산딸기축제,2024-03-21,2024-03-24,청정딸기수확체험+논산딸기 굿즈마켓+농심성심당 홍보부스+전시+딸기 활용 소비자 참여 프로그램 등,충청남도 논산시청,041-730-2983,https://www.nonsan.go.kr/nsfestival/,충청남도 논산시 체육로 110 (관촉동),2024-02-27,한국관광공사
담양대나무축제,2023-05-03,2023-05-07,대나무 관련 전시+체험+공연+판매 등,전라남도 담양군청+(사)담양대나무축제위원회,061-380-3152,www.bamboofestival.co.kr,전라남도 담양군 담양읍 죽녹원로 119,2024-02-27,한국관광공사
대구약령시한방문화축제,2023-05-05,2023-05-07,"고유제+개막식+7가지 테마관(한방명품관, 한방진료관, 한방식품관, 영플라자, 한방정원, 한방문화관, 약초동산) 등",대구광역시청+대구광역시 중구청,053-253-4929,http://www.herbfestival.org/kor/,대구광역시 중구 남성로 158-1,2024-02-27,한국관광공사
대구치맥페스티벌,2023-08-30,2023-09-03,치맥 테마 식음+체험+공연+참여프로그램 운영 등,(사)한국치맥산업협회,053-248-9998,http://www.chimacfestival.com/,대구광역시 달서구 공원순환로 7,2024-02-27,한국관광공사
대전효문화뿌리축제,2023-10-13,2023-10-15,효로 통하는 세상(孝通)+「효통로 1번지」+개폐막식+문중(문화)체험(참여)프로그램+주제공연+각종 온오프라인 참여 이벤트 등,대전광역시 중구청,042-606-6290,https://www.djjunggu.go.kr/hyo-ppuri/index.do,대전광역시 중구 뿌리공원로 47,2024-02-27,한국관광공사
동래읍성역사축제,2023-10-13,2023-10-15,동래부사행차 길놀이+동래성 전투 뮤지컬+동래세가닥줄다리기+동래장터 체험 등,부산광역시 동래구청,051-550-4094,https://www.dongnae.go.kr/festival/index.dongnae?contentsSid=169,부산광역시 동래구 문화로 80(명륜동),2024-02-27,한국관광공사
목포항구축제,2023-10-20,2023-10-22,퍼레이드+파시장터+공연+체험 등,전라남도 목포시청,061-270-8431,https://www.mokpo.go.kr/tour/festival,전라남도 목포시 삼학로92번길 68,2024-02-27,한국관광공사
무주반딧불축제,2023-09-02,2023-09-10,반딜불이신비탐사+1박2일 생태체험+야간낙화 뗏목체험+반딧불 동요제+반디별 소풍 등,전북특별자치도 무주군청,063-324-2440,https://www.firefly.or.kr/,전북특별자치도 무주군 무주읍 한풍루로 326-14,2024-02-27,한국관광공사
문경찻사발축제,2023-04-29,2023-05-07,대한민국 도예 명장전 등 전시행사+왕의 찻자리 등 체험행사+사기장의 하루+차담이 어드벤처 등 특별행사,경상북도 문경시청,054-571-7677,http://www.sabal21.com,경상북도 문경시 문경읍 새재로 932,2024-02-27,한국관광공사
밀양아리랑대축제,2023-05-18,2023-05-21,불씨봉헌 고유제+전야제+마상무예쇼가+성화봉송 고유제+초야제+밀양아리랑가요제+무형문화제 공연,경상남도 밀양시청,055-359-4500,http://www.arirang.or.kr/,경상남도 밀양시 중앙로 324,2024-02-27,한국관광공사
보령머드축제,2024-07-19,2024-08-04,머드 체험프로그램+머드 공연+머드챌린지+전시판매 프로그램,충청남도 보령시청,041-930-0891,http://www.mudfestival.or.kr,충청남도 보령시 해수욕장10길 5,2024-02-27,한국관광공사
보성다향대축제,2024-05-03,2024-05-07,다신제와 찻잎따기+차만들기+다례체험+녹차족욕체험+자연속 티 테라피+차밭힐링트레킹 등,보성녹차연합회,061-850-5211,https://www.boseong.go.kr/tour/festivity/tea_aroma,전라남도 보성군 보성읍 녹차로 775,2024-02-27,한국관광공사
부산국제록페스티벌,2023-10-07,2023-10-08,국내·외 아티스트 콘서트,부산광역시,051-713-5000,https://busanrockfestival.com/,,2024-02-27,한국관광공사
부천국제만화축제,2023-09-14,2023-09-17,만화전시+만화콘서트+국제 코스프레 챔피언십+만화마켓+참여이벤트 등,(재)한국만화영상진흥원,032-310-3073,https://www.bicof.com,경기도 부천시 원미구 길주로1,2024-02-27,한국관광공사
부평풍물대축제,2023-09-22,2023-09-24,기원제+전통풍물공연+부평만만세 퍼레이드+전통문화체험+민속놀이체험 등,인천광역시 부평구청,032-509-7516,https://portal.icbp.go.kr/bpf/,인천광역시 부평구 신트리로 21,2024-02-27,한국관광공사
동구문화예술한마당&막걸리페스티벌,2019-11-02,2019-11-22,지역예술인ㆍ지역문화예술동아리의 공연을 즐길 수 있는 문화예술의 장이자 막걸리를 빚던 옛 배다리의 인천양조장과 그 영화를 함께한 동구의 역사를 느껴보는 동구의 새로운 축제,인천광역시 동구청,032-770-6923,https://www.icdonggu.go.kr/tour/culture/festival.jsp,인천광역시 동구 참외전로 125 (동인천역 광장),2024-05-16,인천광역시 동구
제33회 화도진축제,2022-10-14,2022-10-15,구한말 인천 앞바다 해안 경계를 위해 설치한 화도진을 배경으로한 대표 군영축제,인천광역시 동구청,032-770-6923,https://www.icdonggu.go.kr/tour/culture/festival.jsp,인천광역시 동구 참외전로 125 (동인천역 광장),2024-05-16,인천광역시 동구
제34회 화도진축제,2023-05-19,2023-05-20,구한말 인천 앞바다 해안 경계를 위해 설치한 화도진을 배경으로한 대표 군영축제,인천광역시 동구청,032-770-6923,https://www.icdonggu.go.kr/tour/culture/festival.jsp,인천광역시 동구 참외전로 125 (동인천역 광장),2024-05-16,인천광역시 동구
2023년 화수부두 축제,2023-10-28,2023-10-28,동구의 대표항구인 화수부두를 배경으로 한 어항축제,인천광역시 동구청,032-770-6923,https://www.icdonggu.go.kr/tour/culture/festival.jsp,인천광역시 동구 화수부두로 16(화수동),2024-05-16,인천광역시 동구
제35회 화도진축제,2024-05-10,2024-05-12,구한말 인천 앞바다 해안 경계를 위해 설치한 화도진을 배경으로한 대표 군영축제,인천광역시 동구청,032-770-6923,https://www.icdonggu.go.kr/tour/culture/festival.jsp,인천광역시 동구 참외전로 125 (동인천역 광장),2024-05-16,인천광역시 동구
동래읍성역사축제,2024-10-11,2024-10-13,동래부사행차길놀이+동래성저전투재현 뮤지컬+동래세가닥줄다리기+동래장터 체험 등,부산광역시 동래구청,051-550-4094,https://www.dongnae.go.kr/festival/index.dongnae?contentsSid=169,부산광역시 동래구 문화로 80(명륜동),2024-05-16,부산광역시 동래구
2023 양주 천만송이 천일홍 축제,2023-09-18,2023-09-24,전국 최대 규모의 천일홍 꽃밭 조성으로 도농체험 및 시민 힐링 공간 제공,경기도 양주시청,031-8082-5653,https://www.yangju.go.kr/festival/index.do,경기도 양주시 광사로 131-66,2024-05-16,경기도 양주시
상화문학제,2024-05-31,2024-06-02,백일장+시낭송대회+문학강연+문학공연,수성문화원,053-768-0002,http://www.suseong.or.kr,대구광역시 수성구 들안로16길 78,2024-05-16,대구광역시 수성구
천을산 해맞이,2025-01-01,2025-01-01,신년메세지+해오름 퍼포먼스 등,대구광역시 수성구청,053-666-2163,https://www.suseong.kr,,2024-05-16,대구광역시 수성구
장미꽃 필(feel)무렵,2024-05-10,2024-05-12,개막축하공연+거리예술공연+장미체험부스+이색포토존 등,(재)달서문화재단,053-584-9771,http://www.dscf.or.kr,,2024-05-13,대구광역시 달서구
선사문화체험축제,2024-05-17,2024-05-18,선사테마축제 및 체험프로그램 운영 등,달서구문화원,053-667-2191,http://artko16.netto.kr/,,2024-05-13,대구광역시 달서구
희망달서 대축제,2024-10-12,2024-10-13,희망가득체험부스+다문화 어울림제+축하 콘서트 등,(재)달서문화재단,053-584-9711,http://www.dscf.or.kr,대구광역시 달서구 문화회관길 160(장기동),2024-05-13,대구광역시 달서구
다문화 한글 백일장,2024-10-04,2024-10-04,시화+수필 경연대회,달서구가족센터,053-593-1511,https://dalseo.familynet.or.kr/center,대구광역시 달서구 새방로 21,2024-05-13,대구광역시 달서구
다문화축제,2024-10-13,2024-10-13,다문화 어울림제,달서구가족센터,053-593-1511,https://dalseo.familynet.or.kr/center,대구광역시 달서구 문화회관길 160,2024-05-13,대구광역시 달서구
두근두근페스티벌,2024-09-28,2024-09-28,결혼 콘텐츠 프로그램+공연+ 체험 및 홍보부스 등,대구광역시 달서구청,053-667-3791,https://www.dalseo.daegu.kr,대구광역시 달서구 월곡로 5,2024-05-13,대구광역시 달서구
달서 맛 페스티벌,2023-09-16,2023-09-16,먹거리 골목 스토리를 담은 음식만들기 퍼포먼스+달서 대표 음식 전시+시식 등 홍보+버스킹 공연 및 체험부스 등,대구광역시 달서구청,,,,2024-05-13,대구광역시 달서구
